condition_name,exp_selected_item_name,selected_LANDLINE_ONLY,availablity_addon_LANDLINE_ONLY,selected_EVENING_WEEKEND,selected_ANYTIME_LANDLINE_MOBILE,selected_INTERNATIONAL_300,total_addon_cost_paid,exp_likelihoodToTake,demogAge,BB_current_provider,BB_current_plan,BB_current_contract_length,BB_usage_email,BB_usage_browsing,BB_usage_music_podcasts,BB_usage_TV_movies,BB_usage_video_calls,BB_usage_large_files,BB_usage_downloading_games,BB_usage_playing_games,VF_SEG_statements_1,VF_SEG_statements_2,VF_SEG_statements_3,MOB_current_mobile_provider,demogEducation,demogMaritalStatus,VF_SEG_living_arrangements,demogRegion,demogRural_urban,VF_current_landline_service,is_female,demogWorkStatus_2,demogHouseIncome_value_k,demogTotalHHSize,hh_num_under_18,has_children_under_18,is_mobile,BB_price_is_bundled,BB_current_spend_seperate_abs,BB_current_spend_bundled_abs,BB_current_time_with_provider_abs,MOB_current_mobile_plan_type_2,MOB_time_with_current_mobile_provider_abs,VF_SEGMENT,VF_current_landline_usage_bin,willing_to_wait_score
3) LL add-on at £3,8_Pro_ultrafast_500,0,1,0,1,0,8,8,56,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Rarely,Rarely,Occasionally,Every day,3  Neutral ,4  Agree ,2  Agree ,O2,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,West Midlands,Village,Yes,1,Unemployed_homemaker_student_other,27.5,1,0,0,0,1,0,95,6.166666667,PAYG,6.5,Single empty nester (45-64yrs),1,3.4
0) Baseline,3_Superfast_100,0,0,0,1,0,8,5,56,TalkTalk,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Most days,Most days,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Centre,No,1,Full_time,125,2,0,0,0,0,25,0,11,PAYG,11,Sticker,0,3.6
3) LL add-on at £3,3_Superfast_100,0,1,0,1,0,8,5,54,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Never,Never,Never,Rarely,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Vodafone,Vocational certificate,Widowed / Divorced / Separated,I live alone.,Scotland,City Suburb,Yes,0,Unemployed_homemaker_student_other,7.5,1,0,0,0,1,0,35,11.58333333,PAYM,11.66666667,Sticker,1,2.4
2) LL add-on at £1,2_Superfast_2,0,1,0,1,0,8,5,69,EE,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Most days,Most days,Never,Occasionally,Rarely,Rarely,Rarely,Never,2  Agree ,3  Neutral ,2  Agree ,EE,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,North East England,City Suburb,Yes,0,Full_time,45,1,0,0,0,0,30,0,3.5,SIMO,3.5,Retired singles (>65yrs),1,3.6
3) LL add-on at £3,7_Pro_ultrafast_200,1,1,0,0,0,3,8,27,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Occasionally,Most days,Every day,Rarely,Rarely,2  Agree ,3  Neutral ,2  Agree ,Sky Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Wales,Town,Yes,0,Full_time,27.5,2,0,0,1,1,0,30,2.25,PAYM,2.166666667,Young couples (18-44yrs),0,3.4
1) LL add-on at £0,7_Pro_ultrafast_200,0,1,0,0,0,0,0,72,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Rarely,Occasionally,Never,Never,Never,2  Agree ,2  Agree ,3  Neutral ,EE,Masters or other higher degree,Widowed / Divorced / Separated,I live alone.,West Midlands,Town,No,0,Retired,27.5,1,0,0,0,0,41,0,11,SIMO,7,Retired singles (>65yrs),0,2.8
3) LL add-on at £3,1_Superfast_1,0,1,0,1,1,13,4,66,TalkTalk,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Never,Occasionally,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Other  ,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,1,Retired,27.5,2,0,0,0,1,0,39,4.5,SIMO,4.083333333,Sticker,1,3.6
0) Baseline,6_Pro_superfast_100,0,0,0,0,1,5,0,51,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Every day,Every day,Occasionally,Occasionally,5  Strongly  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,EE,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,Village,Yes,0,Full_time,87.5,2,0,0,0,1,0,120,0.5,SIMO,6,Empty nester couples (45-64yrs),0,3.4
2) LL add-on at £1,1_Superfast_1,0,1,0,0,0,0,7,48,Vodafone,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Most days,Never,Rarely,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,Other  ,Bachelor or first degree equivalent,Single,I live with other members of my family.,Yorkshire and the Humber,Village,Yes,0,Full_time,87.5,3,0,0,0,0,22,0,0.5,PAYG,0.583333333,Switcher,1,4.4
1) LL add-on at £0,3_Superfast_100,1,1,0,0,0,0,5,52,Plusnet,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Every day,Most days,Most days,Occasionally,Occasionally,Most days,1  Strongly    Agree ,3  Neutral ,2  Agree ,O2,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,Yorkshire and the Humber,City Suburb,Yes,0,Full_time,125,3,0,0,0,0,25,0,11,SIMO,4,Boomerang,1,4.2
4) LL add-on at £5,7_Pro_ultrafast_200,0,1,0,1,0,8,6,65,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Rarely,Occasionally,Never,Never,2  Agree ,2  Agree ,3  Neutral ,ID,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Village,No,1,Retired,62.5,2,0,0,1,0,13,0,8.166666667,SIMO,1,Retired couples (>65yrs),0,3.8
2) LL add-on at £1,4_Pro_superfast_1,0,1,0,0,0,0,5,63,Vodafone,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Occasionally,Most days,Occasionally,Most days,Occasionally,Rarely,Occasionally,Rarely,1  Strongly    Agree ,2  Agree ,4  Agree ,O2,GCSE or equivalent,Single,I live with other members of my family.,London,City Centre,Yes,1,Full_time,32.5,2,0,0,0,0,20,0,2.166666667,SIMO,3.5,Sticker,1,2.4
3) LL add-on at £3,8_Pro_ultrafast_500,0,1,1,0,0,5,7,63,John Lewis,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Every day,Most days,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,3  Neutral ,Tesco Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,Village,Yes,1,Retired,37.5,2,0,0,0,0,35,0,2.416666667,PAYM,2.416666667,Empty nester couples (45-64yrs),1,3.4
5) Call bundles only,1_Superfast_1,0,0,0,1,0,8,4,72,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Never,Occasionally,Never,Never,Rarely,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,ID,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,Village,Yes,0,Retired,17.5,2,0,0,0,1,0,60,5.75,SIMO,3.25,Sticker,1,3.4
4) LL add-on at £5,7_Pro_ultrafast_200,0,1,0,1,0,8,0,60,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Never,Occasionally,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,2  Agree ,O2,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,Village,Yes,0,Retired,27.5,2,0,0,1,1,0,30,11,SIMO,11,Empty nester couples (45-64yrs),1,4
0) Baseline,1_Superfast_1,0,0,0,0,0,0,0,74,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Most days,Rarely,Rarely,Occasionally,Occasionally,Rarely,Occasionally,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Single,I live alone.,Yorkshire and the Humber,Town,Yes,0,Retired,32.5,1,0,0,0,0,24,0,11,PAYG,10,Sticker,1,4.6
1) LL add-on at £0,3_Superfast_100,0,1,0,0,0,0,0,66,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Most days,Never,Never,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,1  Strongly    Agree ,BT Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Village,Yes,1,Retired,32.5,2,0,0,1,1,0,27,11,SIMO,6,Switcher,0,2.4
4) LL add-on at £5,3_Superfast_100,0,1,0,1,0,8,6,65,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Most days,Never,Never,Never,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,1,Part_time,32.5,2,0,0,0,1,0,33,11,PAYG,11,Sticker,1,3.4
4) LL add-on at £5,3_Superfast_100,1,1,0,0,0,5,6,48,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Most days,Most days,Occasionally,Most days,2  Agree ,2  Agree ,4  Agree ,giffgaff,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live with my / my partners children (under 18 years old).,East Midlands,Village,Yes,1,Full_time,62.5,2,1,1,1,1,0,29,6,PAYM,5,Older Family (min. one child >=13yrs),0,3.2
2) LL add-on at £1,4_Pro_superfast_1,1,1,0,0,0,1,6,45,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Most days,Every day,Most days,Occasionally,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,4  Agree ,2  Agree ,Vodafone,Bachelor or first degree equivalent,Single,I live alone.,North West England,City Suburb,Yes,0,Full_time,22.5,1,0,0,0,0,37,0,6.333333333,PAYM,5,Switcher,0,4.2
0) Baseline,4_Pro_superfast_1,0,0,1,0,0,5,5,64,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Every day,Every day,Rarely,Occasionally,Never,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Tesco Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with other members of my family.,Yorkshire and the Humber,Town,Yes,0,Retired,27.5,3,0,0,0,0,38,0,3,PAYM,0.25,Boomerang,1,2.8
4) LL add-on at £5,4_Pro_superfast_1,0,1,0,0,0,0,6,53,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Every day,Every day,Most days,Rarely,Never,Most days,3  Neutral ,1  Strongly    Agree ,5  Strongly  Agree ,Virgin Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,City Suburb,Yes,1,Part_time,32.5,4,1,1,1,1,0,95,11,SIMO,10.66666667,Older Family (min. one child >=13yrs),1,3.8
0) Baseline,5_Pro_superfast_2,0,0,0,1,0,8,8,48,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Most days,Most days,Occasionally,Occasionally,Rarely,Never,Rarely,4  Agree ,3  Neutral ,3  Neutral ,BT Mobile,Vocational certificate,Single,I live with my / my partners children (under 18 years old).,South East England,Town,Yes,0,Full_time,32.5,2,1,1,0,1,0,43,1.583333333,PAYM,1.583333333,Older Family (min. one child >=13yrs),0,2.2
0) Baseline,3_Superfast_100,0,0,0,0,0,0,5,70,EE,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Most days,Never,Never,Never,Never,Never,Never,2  Agree ,2  Agree ,3  Neutral ,I don't have a mobile phone,Vocational certificate,Single,I live alone.,Scotland,City Suburb,No,1,Retired,7.5,1,0,0,0,0,10.99,0,8.416666667,None,0,Retired singles (>65yrs),0,2.8
3) LL add-on at £3,2_Superfast_2,0,1,1,0,0,5,2,74,Post Office,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Most days,Most days,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,Wales,Town,Yes,1,Retired,17.5,1,0,0,0,1,0,21,3.583333333,PAYM,10.16666667,Sticker,1,3.2
2) LL add-on at £1,1_Superfast_1,0,1,0,0,0,0,1,61,Other,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Most days,Rarely,Rarely,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,ID,PhD,Widowed / Divorced / Separated,I live alone.,East Midlands,Town,No,0,Full_time,3.75,1,0,0,1,0,13,0,3.5,SIMO,3.5,Switcher,0,4.6
5) Call bundles only,7_Pro_ultrafast_200,0,0,0,1,0,8,10,74,Sky,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Occasionally,Most days,Most days,Most days,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,2  Agree ,Tesco Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Village,Yes,0,Retired,27.5,2,0,0,0,1,0,85,11,PAYG,0.25,Retired couples (>65yrs),1,2.8
3) LL add-on at £3,1_Superfast_1,1,1,0,0,0,3,5,69,Virgin Media,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Occasionally,Rarely,Never,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Vodafone,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,Town,Yes,1,Retired,32.5,2,0,0,0,1,0,56,4.25,PAYM,4.5,Switcher,1,3.8
2) LL add-on at £1,4_Pro_superfast_1,0,1,0,1,0,8,4,68,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Occasionally,Rarely,Most days,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,4  Agree ,BT Mobile,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,City Suburb,Yes,0,Retired,45,2,0,0,0,1,0,80,10,PAYM,3,Sticker,1,2.6
2) LL add-on at £1,3_Superfast_100,1,1,0,0,0,1,9,51,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Every day,Every day,Every day,Occasionally,Most days,Every day,2  Agree ,2  Agree ,2  Agree ,Tesco Mobile,GCSE or equivalent,Single,I live with other members of my family.,East Midlands,Town,Yes,0,Full_time,27.5,2,1,1,1,0,30,0,2.5,PAYG,6.5,Parents move-in,0,3.2
3) LL add-on at £3,6_Pro_superfast_100,1,1,0,0,0,3,5,65,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Most days,Never,Occasionally,Never,Never,Never,Most days,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,I don't have a mobile phone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,City Suburb,Yes,0,Unemployed_homemaker_student_other,17.5,2,0,0,0,1,0,60,7.416666667,None,0,Sticker,0,3
4) LL add-on at £5,8_Pro_ultrafast_500,0,1,0,1,0,8,6,66,Sky,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Never,Rarely,Most days,Most days,Most days,Rarely,Rarely,3  Neutral ,4  Agree ,5  Strongly  Agree ,Sky Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,1,Retired,27.5,2,0,0,0,1,0,45,2.25,PAYM,2.166666667,Retired couples (>65yrs),1,3.8
4) LL add-on at £5,3_Superfast_100,0,1,0,0,0,0,2,65,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Every day,Rarely,Rarely,Never,Most days,3  Neutral ,3  Neutral ,3  Neutral ,Tesco Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Suburb,Yes,0,Full_time,32.5,2,0,0,0,1,0,20,4.5,SIMO,6.25,Retired couples (>65yrs),1,3.4
2) LL add-on at £1,6_Pro_superfast_100,0,1,0,1,0,8,0,63,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,1  Strongly    Agree ,Virgin Mobile,A-level or equivalent,Single,I live alone.,West Midlands,City Suburb,Yes,0,Retired,17.5,1,0,0,0,1,0,110,11,PAYM,11,Single empty nester (45-64yrs),1,3.2
5) Call bundles only,6_Pro_superfast_100,0,0,1,0,0,5,5,66,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Most days,Rarely,Occasionally,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,3,Bachelor or first degree equivalent,Single,I live alone.,London,City Suburb,Yes,1,Retired,17.5,1,0,0,0,0,60,0,6,SIMO,4,Switcher,1,1.4
2) LL add-on at £1,4_Pro_superfast_1,1,1,0,0,0,1,0,69,Sky,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Occasionally,Never,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,I don't have a mobile phone,Other,Single,I live alone.,West Midlands,Town,Yes,0,Retired,7.5,1,0,0,0,1,0,84,11,None,0,Sticker,1,3.6
5) Call bundles only,1_Superfast_1,0,0,0,1,0,8,9,71,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Occasionally,Occasionally,Never,Occasionally,Never,Rarely,Never,Never,2  Agree ,3  Neutral ,5  Strongly  Agree ,O2,Vocational certificate,Widowed / Divorced / Separated,I live alone.,Scotland,Town,Yes,1,Retired,7.5,1,0,0,0,1,0,30,6.166666667,SIMO,6,Retired singles (>65yrs),1,4
4) LL add-on at £5,1_Superfast_1,0,1,0,0,0,0,4,52,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Rarely,Every day,Rarely,Occasionally,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,EE,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Rural,Yes,1,Part_time,32.5,2,0,0,1,1,0,27.5,7.5,SIMO,11,Switcher,0,3.6
4) LL add-on at £5,3_Superfast_100,0,1,1,0,0,5,7,62,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Rarely,Rarely,Occasionally,Occasionally,Never,Never,3  Neutral ,3  Neutral ,3  Neutral ,Vodafone,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,North East England,City Suburb,Don't Know,0,Full_time,17.5,2,0,0,0,1,0,21,5.25,PAYM,1.166666667,Single empty nester (45-64yrs),0,1.8
4) LL add-on at £5,4_Pro_superfast_1,0,1,0,0,0,0,6,66,Vodafone,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Most days,Most days,Occasionally,Most days,Occasionally,Occasionally,3  Neutral ,5  Strongly  Agree ,4  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,Town,Yes,0,Retired,27.5,2,0,0,1,0,30,0,1.416666667,PAYM,1.416666667,Retired couples (>65yrs),0,2.4
1) LL add-on at £0,9_Pro_gigafast_900,0,1,0,1,0,8,8,65,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Rarely,Rarely,Never,Never,Never,2  Agree ,2  Agree ,5  Strongly  Agree ,Virgin Mobile,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,West Midlands,Town,Yes,1,Unemployed_homemaker_student_other,17.5,1,0,0,0,1,0,88,11,SIMO,6,Retired singles (>65yrs),1,3.2
2) LL add-on at £1,2_Superfast_2,1,1,0,0,0,1,3,71,Other,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Occasionally,Never,Never,Occasionally,Rarely,Rarely,Never,Rarely,1  Strongly    Agree ,2  Agree ,4  Agree ,EE,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,Town,Don't Know,0,Part_time,87.5,2,0,0,0,1,0,26,3,SIMO,0.583333333,Sticker,0,3.2
0) Baseline,9_Pro_gigafast_900,0,0,0,0,0,0,7,57,BT,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Never,Rarely,Occasionally,Occasionally,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Single,I live with other members of my family.,Scotland,Town,Yes,0,Unemployed_homemaker_student_other,22.5,3,0,0,0,0,70,0,7.5,PAYM,6,Switcher,1,3.6
